,Line,Species,ABS,time,regime,media,Time,CO2history,assayCO2,transplant,replicate,type,days,generations
1440,C,Synechococcus,0.1509,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1441,D,Scenedesmus,0.1481,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1442,E,Scenedesmus,0.1371,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1443,F,Scenedesmus,0.1537,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1444,A,Scenedesmus,0.1488,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1445,B,Scenedesmus,0.1684,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1446,C,Scenedesmus,0.1461,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1447,D,Chlamydomonas,0.1609,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1448,E,Chlamydomonas,0.1523,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1449,F,Chlamydomonas,0.1631,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1450,A,Chlamydomonas,0.1382,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1451,B,Chlamydomonas,0.1336,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1452,C,Chlamydomonas,0.1307,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1453,D,Navicula,0.1451,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1454,E,Navicula,0.1387,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1455,F,Navicula,0.1679,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1456,A,Navicula,0.1492,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1457,B,Navicula,0.1559,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1458,C,Navicula,0.1576,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1459,D,Synechococcus,0.1688,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1460,E,Synechococcus,0.1478,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1461,F,Synechococcus,0.1588,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1462,A,Synechococcus,0.153,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1463,B,Synechococcus,0.1708,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1464,C,Synechococcus,0.1613,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1465,D,Scenedesmus,0.1571,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1466,E,Scenedesmus,0.1507,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1467,F,Scenedesmus,0.1737,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1468,A,Scenedesmus,0.1653,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1469,B,Scenedesmus,0.1709,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1470,C,Scenedesmus,0.1852,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1471,D,Chlamydomonas,0.1613,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1472,E,Chlamydomonas,0.1534,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1473,F,Chlamydomonas,0.1703,02-28-2012 14:50:00,3,agar,0.859444444,high,ambient,8,NA,microplate,413.8597222,785.61
1474,A,Chlamydomonas,0.1552,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1475,B,Chlamydomonas,0.1361,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1476,C,Chlamydomonas,0.1331,02-28-2012 14:50:00,3,agar,0.859444444,ambient,ambient,8,NA,microplate,413.8597222,785.61
1477,D,Navicula,0.1683,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1478,E,Navicula,0.147,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1479,F,Navicula,0.1606,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1480,A,Navicula,0.1618,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1481,B,Navicula,0.1693,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1482,C,Navicula,0.1687,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1483,D,Synechococcus,0.1779,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1484,E,Synechococcus,0.1527,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1485,F,Synechococcus,0.1669,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1486,A,Synechococcus,0.164,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1487,B,Synechococcus,0.176,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1488,C,Synechococcus,0.1642,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1489,D,Scenedesmus,0.1619,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1490,E,Scenedesmus,0.1368,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1491,F,Scenedesmus,0.174,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1492,A,Scenedesmus,0.1496,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1493,B,Scenedesmus,0.1743,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1494,C,Scenedesmus,0.1714,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1495,D,Chlamydomonas,0.1786,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1496,E,Chlamydomonas,0.1527,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1497,F,Chlamydomonas,0.1727,02-28-2012 14:39:00,3,agar,0.852118056,high,high,8,NA,microplate,413.8520833,785.59
1498,A,Chlamydomonas,0.1439,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1499,B,Chlamydomonas,0.1501,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1500,C,Chlamydomonas,0.1398,02-28-2012 14:39:00,3,agar,0.852118056,ambient,high,8,NA,microplate,413.8520833,785.59
1501,D,Navicula,0.1647,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1502,E,Navicula,0.1479,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1503,F,Navicula,0.1898,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1504,A,Navicula,0.1857,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1505,B,Navicula,0.1779,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1506,C,Navicula,0.1961,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1507,D,Synechococcus,0.2569,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1508,E,Synechococcus,0.1942,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1509,F,Synechococcus,0.2363,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1510,A,Synechococcus,0.2316,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1511,B,Synechococcus,0.2397,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1512,C,Synechococcus,0.2297,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1513,D,Scenedesmus,0.2516,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1514,E,Scenedesmus,0.2391,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1515,F,Scenedesmus,0.2456,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1516,A,Scenedesmus,0.2532,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1517,B,Scenedesmus,0.2351,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1518,C,Scenedesmus,0.275,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1519,D,Chlamydomonas,0.259,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1520,E,Chlamydomonas,0.2948,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1521,F,Chlamydomonas,0.3094,02-29-2012 9:01:00,3,agar,1.617534722,high,ambient,8,NA,microplate,414.6173611,787.05
1522,A,Chlamydomonas,0.2901,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1523,B,Chlamydomonas,0.1656,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1524,C,Chlamydomonas,0.1464,02-29-2012 9:01:00,3,agar,1.617534722,ambient,ambient,8,NA,microplate,414.6173611,787.05
1525,D,Navicula,0.2089,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1526,E,Navicula,0.1514,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1527,F,Navicula,0.1747,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1528,A,Navicula,0.2182,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1529,B,Navicula,0.2182,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1530,C,Navicula,0.2359,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1531,D,Synechococcus,0.271,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1532,E,Synechococcus,0.2042,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1533,F,Synechococcus,0.2442,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1534,A,Synechococcus,0.2744,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1535,B,Synechococcus,0.2731,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1536,C,Synechococcus,0.2481,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1537,D,Scenedesmus,0.3041,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1538,E,Scenedesmus,0.2341,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1539,F,Scenedesmus,0.3271,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1540,A,Scenedesmus,0.3071,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1541,B,Scenedesmus,0.3516,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1542,C,Scenedesmus,0.3393,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1543,D,Chlamydomonas,0.2716,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1544,E,Chlamydomonas,0.2972,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1545,F,Chlamydomonas,0.3197,02-29-2012 8:48:00,3,agar,1.608275463,high,high,8,NA,microplate,414.6083333,787.03
1546,A,Chlamydomonas,0.3122,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1547,B,Chlamydomonas,0.2962,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1548,C,Chlamydomonas,0.233,02-29-2012 8:48:00,3,agar,1.608275463,ambient,high,8,NA,microplate,414.6083333,787.03
1549,D,Navicula,0.1666,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1550,E,Navicula,0.1573,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1551,F,Navicula,0.1728,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1552,A,Navicula,0.1651,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1553,B,Navicula,0.157,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1554,C,Navicula,0.183,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1555,D,Synechococcus,0.1866,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1556,E,Synechococcus,0.2128,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1557,F,Synechococcus,0.2086,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1558,A,Synechococcus,0.2036,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1559,B,Synechococcus,0.2164,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1560,C,Synechococcus,0.2023,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1561,D,Scenedesmus,0.2096,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1562,E,Scenedesmus,0.1754,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1563,F,Scenedesmus,0.1982,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1564,A,Scenedesmus,0.1899,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1565,B,Scenedesmus,0.1992,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1566,C,Scenedesmus,0.1786,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1567,D,Chlamydomonas,0.171,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1568,E,Chlamydomonas,0.1678,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1569,F,Chlamydomonas,0.1681,02-29-2012 8:44:00,3,agar,1.605300926,high,low,8,NA,microplate,414.6055556,787.02
1570,A,Chlamydomonas,0.156,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1571,B,Chlamydomonas,0.1571,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1572,C,Chlamydomonas,0.1404,02-29-2012 8:44:00,3,agar,1.605300926,ambient,low,8,NA,microplate,414.6055556,787.02
1573,D,Navicula,0.1753,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1574,E,Navicula,0.1552,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1575,F,Navicula,0.2028,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1576,A,Navicula,0.1976,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1577,B,Navicula,0.1848,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1578,C,Navicula,0.2057,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1579,D,Synechococcus,0.2833,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1580,E,Synechococcus,0.2028,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1581,F,Synechococcus,0.2697,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1582,A,Synechococcus,0.2782,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1583,B,Synechococcus,0.2697,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1584,C,Synechococcus,0.2496,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1585,D,Scenedesmus,0.2559,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1586,E,Scenedesmus,0.2464,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1587,F,Scenedesmus,0.2679,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1588,A,Scenedesmus,0.2894,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1589,B,Scenedesmus,0.2661,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1590,C,Scenedesmus,0.2996,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1591,D,Chlamydomonas,0.2941,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1592,E,Chlamydomonas,0.3208,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1593,F,Chlamydomonas,0.3291,02-29-2012 11:48:00,3,agar,1.733078704,high,ambient,8,NA,microplate,414.7333333,787.27
1594,A,Chlamydomonas,0.3142,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1595,B,Chlamydomonas,0.1756,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1596,C,Chlamydomonas,0.1483,02-29-2012 11:48:00,3,agar,1.733078704,ambient,ambient,8,NA,microplate,414.7333333,787.27
1597,D,Navicula,0.2226,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1598,E,Navicula,0.1549,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1599,F,Navicula,0.1853,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1600,A,Navicula,0.2321,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1601,B,Navicula,0.2372,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1602,C,Navicula,0.2476,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1603,D,Synechococcus,0.2931,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1604,E,Synechococcus,0.2323,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1605,F,Synechococcus,0.2802,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1606,A,Synechococcus,0.309,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1607,B,Synechococcus,0.2956,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1608,C,Synechococcus,0.2701,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1609,D,Scenedesmus,0.3186,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1610,E,Scenedesmus,0.2518,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1611,F,Scenedesmus,0.3626,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1612,A,Scenedesmus,0.3529,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1613,B,Scenedesmus,0.3762,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1614,C,Scenedesmus,0.3631,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1615,D,Chlamydomonas,0.2879,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1616,E,Chlamydomonas,0.3038,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1617,F,Chlamydomonas,0.3241,02-29-2012 11:52:00,3,agar,1.736076389,high,high,8,NA,microplate,414.7361111,787.27
1618,A,Chlamydomonas,0.3314,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1619,B,Chlamydomonas,0.322,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1620,C,Chlamydomonas,0.2907,02-29-2012 11:52:00,3,agar,1.736076389,ambient,high,8,NA,microplate,414.7361111,787.27
1621,D,Navicula,0.1797,02-29-2012 15:46:00,3,agar,1.898715278,high,ambient,8,NA,microplate,414.8986111,787.58
1622,E,Navicula,0.1663,02-29-2012 15:46:00,3,agar,1.898715278,high,ambient,8,NA,microplate,414.8986111,787.58
1623,F,Navicula,0.2161,02-29-2012 15:46:00,3,agar,1.898715278,high,ambient,8,NA,microplate,414.8986111,787.58
1624,A,Navicula,0.2106,02-29-2012 15:46:00,3,agar,1.898715278,ambient,ambient,8,NA,microplate,414.8986111,787.58
1625,B,Navicula,0.1971,02-29-2012 15:46:00,3,agar,1.898715278,ambient,ambient,8,NA,microplate,414.8986111,787.58
1626,C,Navicula,0.2173,02-29-2012 15:46:00,3,agar,1.898715278,ambient,ambient,8,NA,microplate,414.8986111,787.58
1627,D,Synechococcus,0.3016,02-29-2012 15:46:00,3,agar,1.898715278,high,ambient,8,NA,microplate,414.8986111,787.58
1628,E,Synechococcus,0.2184,02-29-2012 15:46:00,3,agar,1.898715278,high,ambient,8,NA,microplate,414.8986111,787.58
1629,F,Synechococcus,0.2761,02-29-2012 15:46:00,3,agar,1.898715278,high,ambient,8,NA,microplate,414.8986111,787.58
