assay,CO2 of rising,CO2 in chambers ppm,Assay CO2,Competition code,Diatom,Chlorophyte,Cyanobacteri,species,competitor,Competition,Fct competition,group,comp.coef,comp.coef.species
5,1000,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.043939
5,1000,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.027526483,0.02753
5,1000,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.027526
5,1000,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.025579243,-0.02558
5,1000,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.025579
5,1000,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.047144772,-0.04714
5,1000,1000,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.047145
5,1000,1000,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,,-0.05906
5,1000,1000,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.059061
5,1000,1000,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,,-0.01834
5,1000,1000,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.018342
5,1000,1000,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.30880771,0.30881
5,1000,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.308808
5,1000,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.321993169,0.32199
5,1000,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.321993
5,1000,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.326011295,0.32601
5,1000,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.326011
5,1000,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.158876559,0.15888
5,1000,1000,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.158877
5,1000,1000,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.256105964,0.25611
5,1000,1000,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.256106
5,1000,1000,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,1000,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.306385926,0.30639
5,1000,1000,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.306386
5,1000,1000,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
5,1000,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.265952553,-0.26595
5,1000,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.265952553
5,1000,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.345665114,-0.34567
5,1000,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.345665114
5,1000,360,ambient,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.201088965,-0.20109
5,1000,360,ambient,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.201088965
5,1000,1000,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.11359663,-0.1136
5,1000,1000,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.11359663
5,1000,1000,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.019112643,-0.01911
5,1000,1000,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.019112643
5,1000,1000,rising,14,Nitzschia,,,Nitzschia,Synechococcus,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.033030952,-0.03303
5,1000,1000,rising,14,,,,NA,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,14,,,Synechococcus,Synechococcus,,Nitzschia /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.033030952
5,1000,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.166071239,-0.16607
5,1000,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.166071239
5,1000,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.140415546,-0.14042
5,1000,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.140415546
5,1000,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.216796668,-0.2168
5,1000,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.216796668
5,1000,1000,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,0.017612842,0.01761
5,1000,1000,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,-0.017612842
5,1000,1000,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,0.058229588,0.05823
5,1000,1000,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,-0.058229588
5,1000,1000,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,0.088054717,0.08805
5,1000,1000,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
5,1000,1000,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,-0.088054717
5,1000,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.038561886,-0.038562
5,1000,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.038561886
5,1000,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.105868188,-0.105868
5,1000,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.105868188
5,1000,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.204731588,-0.204732
5,1000,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.204731588
5,1000,1000,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.18816595,-0.188166
5,1000,1000,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.18816595
5,1000,1000,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.110996563,-0.110997
5,1000,1000,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.110996563
5,1000,1000,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.086377893,-0.086378
5,1000,1000,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.086377893
5,1000,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.220389885,-0.22039
5,1000,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.220389885
5,1000,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.150440114,-0.15044
5,1000,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.150440114
5,1000,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.159382527,-0.159383
5,1000,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.159382527
5,1000,1000,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.007506059,-0.007506
5,1000,1000,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.007506059
5,1000,1000,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,0.051826692,0.051827
5,1000,1000,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.051826692
5,1000,1000,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.079762613,-0.079763
5,1000,1000,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.079762613
5,1000,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.3824004,-0.3824
5,1000,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.3824004
5,1000,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.255509506,-0.25551
5,1000,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.255509506
5,1000,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.348371457,-0.348371
5,1000,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.348371457
5,1000,1000,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.198905516,-0.198906
5,1000,1000,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.198905516
5,1000,1000,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.185894677,-0.185895
5,1000,1000,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.185894677
5,1000,1000,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.162739471,-0.162739
5,1000,1000,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.162739471
5,1000,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.299399951,-0.2994
5,1000,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.299399951
5,1000,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.317246691,-0.317247
5,1000,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.317246691
5,1000,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.332769872,-0.33277
5,1000,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.332769872
5,1000,1000,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.123027075,-0.123027
5,1000,1000,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.123027075
5,1000,1000,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.112760741,-0.112761
5,1000,1000,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.112760741
5,1000,1000,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
5,1000,1000,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.109839517,-0.10984
5,1000,1000,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.109839517
6,1000,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.069853266,0.069853266
6,1000,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.069853266
6,1000,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.003327198,-0.003327198
6,1000,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.003327198
6,1000,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.023546041,0.023546041
6,1000,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.023546041
6,1000,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,1000,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.002049238,0.002049238
6,1000,1000,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.002049238
6,1000,1000,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,1000,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.018177418,0.018177418
6,1000,1000,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.018177418
6,1000,1000,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,1000,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.097171286,-0.097171286
6,1000,1000,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.097171286
6,1000,1000,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.17288565,0.17288565
6,1000,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.17288565
6,1000,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.177275227,0.177275227
6,1000,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.177275227
6,1000,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.155392764,0.155392764
6,1000,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.155392764
6,1000,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,1000,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.069089585,0.069089585
6,1000,1000,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.069089585
6,1000,1000,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,1000,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.076708788,0.076708788
6,1000,1000,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.076708788
6,1000,1000,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,1000,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.093364601,0.093364601
6,1000,1000,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.093364601
6,1000,1000,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
6,1000,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.010122668,-0.010122668
6,1000,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
